Tweet,Sentiment,Opinionated
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. http://oohja.com/xc0tB",Negative,No
Climate change & sustainability will be a key driver of future economic development. Listen at http://bit.ly/9Uytgl,Negative,No
Frederic Hague at #PEN: climate change isn't just a alarm bell. It's a whole blinking discotech,Negative,No
US Generals say: Climate Change Threatens America's Security: The Pentagon has made it well known that it consider... http://bit.ly/aZ754n,Negative,No
"Even the generals know climate change is going to screw us. http://tinyurl.com/2urnnvo Clean energy bill, anyone? #climate",Negative,Yes
"Government Report Says Global Warming May Cause Cancer, Mental Illness http://bit.ly/9Vg5Co",Negative,No
"RT @disturbedwater: Climate change increases heat waves, floods: EPA http://bit.ly/afoCcp",Negative,No
RT @sciencedaily: Plants remain an effective way of tackling global warming http://bit.ly/d0O3xa,Negative,No
"So far in that class I have gotten into ""heated discussion"" with global climate change denier and w/ student that nothing is ""their fault.""",Negative,No
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Negative,No
EPA Confirms Climate IS Changing: In another display of the sea change that has occurred at the US Environmental P... http://bit.ly/bb2l7d,Negative,No
"Must See Places Before They Disappear! : Europe...[PICS]: If Global Warming Predictions prove to be true, the foll... http://bit.ly/adUgl4",Negative,No
RT @quixotecenter: Combating climate change: lessons from the world•À_s indigenous peoples http://tinyurl.com/25eatpb,Negative,No
@chrisdodd: I live in CT. Please support the climate bill and strong action on climate change!,Negative,No
RT @nicnunes: RT @EPSclimate: Indigenous tradition used to fight climate change http://bit.ly/76tX5h,Negative,No
"RT @danlatorre: James Hansen/Heather Rogers, Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 http://bit.ly/djxvhd",Negative,No
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/cEX69x",Negative,Yes
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/cEX69x",Negative,Yes
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://goo.gl/fb/ZnfEn #cleantech",Negative,Yes
"Climate change melts two glaciers|BILLINGS, Mont. ? Glacier National Park has lost two more of its namesake .. http://oohja.com/xaAdm",Negative,No
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://url4.eu/31XMX",Negative,Yes
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://url4.eu/31XMi",Negative,Yes
CLIMATE CHANGE: Forests Not for Absorbing Carbon http://bit.ly/bRHMYi,Negative,Yes
"RT @danielsaudade: What beautiful fall weather this morning, New York! Thanks climate change! Bleh!",Negative,Yes
"What beautiful fall weather this morning, New York! Thanks climate change! Bleh!",Negative,Yes
"Climate Change Threatens Japan's Cherry Blossoms | Environment ...: If you aren't familiar with the culture, Japan... http://bit.ly/9MPGhy",Negative,No
Wed @sciam podcast: Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/aVW0AT,Negative,No
Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/9bDfVR,Negative,No
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/bRHMYi IPSAmazon",Negative,Yes
"Global warming report urges governments to act|BRUSSELS, Belgium (AP) - The world faces increased hunger and .. http://oohja.com/xbQhb",Negative,No
Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPDv,Negative,No
Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPyL,Negative,No
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Negative,No
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbO0z",Negative,No
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbNVU",Negative,No
South Asian nations to fight climate change: Foreign ministers of eight South Asian nations met in this secluded H... http://bit.ly/cE3hoX,Negative,No
"Climate change increases heat waves, floods|WASHINGTON (Reuters) - Deaths from heat waves, property damage from .. http://oohja.com/xbNDn",Negative,No
James Hansen & Heather Rogers - Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 @Demos_Org http://bit.ly/djxvhd,Negative,No
I LOVE FROG's LEAP!!!! Seriously. RT @grist: What climate change means for the wine industry (via @theclimatedesk) http://bit.ly/9I4FGp,Negative,Yes
Report: Save the Whales and They'll Save Us from Global Warming http://tinyurl.com/3y6j4cj,Negative,No
RT @indiaenvportal: The contribution of organic agriculture to climate change mitigation http://www.environmentportal.in/node/304091,Negative,No
Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show]:  Toward the end of Wor... http://bit.ly/a22gQ2,Negative,No
"#EPA report documents ""very real"" impacts from #climate change in 22 of 24 indicators studied: http://ht.ly/1DN9o #energy /via @matt_weiser",Negative,No
#Canadian #CEOs more keen on #green than global counterparts; preparing for impacts of climate change...http://bit.ly/bgxOba,Negative,No
RT @carbonmarket: Ask the G8 & G20 to support #biochar. Fight climate change & food shortage! Check this HuffPo post: http://huff.to/d0Ejgu,Negative,No
RT @christellar: Whale DooDoo could help fight #climate change? Sure! Why not!? http://bit.ly/9jWcCB [via @Earth_News],Positive,Yes
Global warming science good news - Soils release less carbon than though as world warms: http://bit.ly/bM3We6,Negative,No
"So it*s April 27th, Phoenix has 90•_Á weather & it might snow in New York today.. Hmmmm.. Global warming MUCH !",Negative,No
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKOm",Negative,No
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKLB",Negative,No
West Mediterranean countries unite on climate change (AFP) http://nxy.in/jiyiz,Negative,No
Cleaner Air Could Speed Global Warming|Hugh Pickens writes \Scientists estimate that the US Clean Air Act has cut .. http://oohja.com/xbK49,Negative,No
"3,000 Businesses Create New Ad for Climate Change Action http://bit.ly/9KFTB6",Negative,No
"Person #1:""Snow, then 65 degrees on the same day? Weather doesn't even surprise me anymore."" Person #2:""That's why global warming will win.""",Negative,No
Just heard an interesting report on report on understanding climate change/climate variability influence on human evolution and dispersal,Negative,No
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Negative,No
RT @jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: http://digg.com/d31PUXt?t,Negative,No
New blog post: Mandating energy benchmarking: The next step for cities in addressing #climate change? http://bit.ly/8Zztmt,Negative,No
RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!,Negative,No
How much trouble does global warming mean for agriculture? Just ask the wine industry. http://theclimatedesk.org/articles/grapes-wrath,Negative,No
Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] http://bit.ly/aJHKwp,Negative,No
"Climate Change: From Paris to the Alps, European Places in Peril (photos) http://bit.ly/cjYBQp",Negative,No
How Climate Change Will Change The Electoral Map: The National Oceanic and Atmospheric Administration isn't known ... http://bit.ly/buHIW1,Negative,No
"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...",Negative,No
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,Negative,No
"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. http://oohja.com/xbD6G",Negative,No
Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,Negative,Yes
"How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on ""Climate Change in Califor... http://bit.ly/aocBUG",Negative,No
RT @uncajoe: uncajoe: PLZ RT & #Digg Climate Of Hate: The Politics Of Climate Change Denial: As H... http://bit.ly/cgBtsy ( #p2 #du1 #pgn ),Negative,Yes
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBeK",Negative,No
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBaT",Negative,No
Good going douche. I'm sure there is no climate change in your backass world - Graham move imperils Obama agenda - http://goo.gl/qiDM,Positive,Yes
Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. http://oohja.com/xbycu,Negative,No
Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. http://oohja.com/xby9R,Negative,No
"Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... http://huff.to/9a6b7C",Negative,Yes
RT @indiaenvportal: Make IT green: cloud computing and its contribution to climate change  http://www.environmentportal.in/node/302549,Negative,No
RT @HeidiAmes: Climate change favors invasive species over indigenous ones. 30% of plants Thoreau saw are now extinct. http://j.mp/bbjysn,Negative,Yes
scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: http://ow.ly/1BphQ #climate,Negative,Yes
